callOption,strikePrice,putOption
"{u'high': 249.95, u'ltp': 119.4, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV17800CE', u'open': 202.35, u'prevOpenInterest': 635750, u'dayChange': 0.0, u'totalBuyQty': 183400.0, u'volume': 20307700, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 96.0, u'close': 119.4, u'contractDisplayName': u""NIFTY 25 Nov '21 - 17800 Call"", u'highPriceRange': 689.4, u'openInterest': 2631350, u'totalSellQty': 272650.0, u'lastTradeQty': 50}",1780000,"{u'high': 200.0, u'ltp': 122.85, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV17800PE', u'open': 111.8, u'prevOpenInterest': 1988400, u'dayChange': 0.0, u'totalBuyQty': 97200.0, u'volume': 17623500, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 78.05, u'close': 122.85, u'contractDisplayName': u""NIFTY 25 Nov '21 - 17800 Put"", u'highPriceRange': 548.55, u'openInterest': 2435650, u'totalSellQty': 58150.0, u'lastTradeQty': 50}"
"{u'high': 190.35, u'ltp': 95.25, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV17850CE', u'open': 181.25, u'prevOpenInterest': 95050, u'dayChange': 0.0, u'totalBuyQty': 75450.0, u'volume': 4246300, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 77.45, u'close': 95.25, u'contractDisplayName': u""NIFTY 25 Nov '21 - 17850 Call"", u'highPriceRange': 631.8, u'openInterest': 617700, u'totalSellQty': 119750.0, u'lastTradeQty': 100}",1785000,"{u'high': 230.95, u'ltp': 148.6, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV17850PE', u'open': 130.0, u'prevOpenInterest': 190000, u'dayChange': 0.0, u'totalBuyQty': 14800.0, u'volume': 2372250, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 94.75, u'close': 148.6, u'contractDisplayName': u""NIFTY 25 Nov '21 - 17850 Put"", u'highPriceRange': 599.9, u'openInterest': 196750, u'totalSellQty': 20300.0, u'lastTradeQty': 50}"
"{u'high': 160.5, u'ltp': 74.8, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV17900CE', u'open': 153.85, u'prevOpenInterest': 837400, u'dayChange': 0.0, u'totalBuyQty': 150600.0, u'volume': 20514000, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 61.0, u'close': 74.8, u'contractDisplayName': u""NIFTY 25 Nov '21 - 17900 Call"", u'highPriceRange': 574.9, u'openInterest': 3528700, u'totalSellQty': 324350.0, u'lastTradeQty': 50}",1790000,"{u'high': 266.5, u'ltp': 179.2, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV17900PE', u'open': 154.95, u'prevOpenInterest': 1245000, u'dayChange': 0.0, u'totalBuyQty': 73350.0, u'volume': 9281300, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 113.2, u'close': 179.2, u'contractDisplayName': u""NIFTY 25 Nov '21 - 17900 Put"", u'highPriceRange': 653.0, u'openInterest': 1282600, u'totalSellQty': 38750.0, u'lastTradeQty': 50}"
"{u'high': 132.9, u'ltp': 56.5, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV17950CE', u'open': 119.05, u'prevOpenInterest': 212050, u'dayChange': 0.0, u'totalBuyQty': 79150.0, u'volume': 4960000, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 48.8, u'close': 56.5, u'contractDisplayName': u""NIFTY 25 Nov '21 - 17950 Call"", u'highPriceRange': 522.7, u'openInterest': 935950, u'totalSellQty': 80450.0, u'lastTradeQty': 50}",1795000,"{u'high': 302.45, u'ltp': 214.6, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV17950PE', u'open': 171.4, u'prevOpenInterest': 184950, u'dayChange': 0.0, u'totalBuyQty': 18950.0, u'volume': 1455000, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 135.6, u'close': 214.6, u'contractDisplayName': u""NIFTY 25 Nov '21 - 17950 Put"", u'highPriceRange': 707.6, u'openInterest': 98050, u'totalSellQty': 16450.0, u'lastTradeQty': 300}"
"{u'high': 108.0, u'ltp': 44.75, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV18000CE', u'open': 98.5, u'prevOpenInterest': 3171700, u'dayChange': 0.0, u'totalBuyQty': 248300.0, u'volume': 26004100, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 38.0, u'close': 44.75, u'contractDisplayName': u""NIFTY 25 Nov '21 - 18000 Call"", u'highPriceRange': 470.05, u'openInterest': 5811150, u'totalSellQty': 734950.0, u'lastTradeQty': 1400}",1800000,"{u'high': 344.35, u'ltp': 248.0, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV18000PE', u'open': 202.95, u'prevOpenInterest': 1964150, u'dayChange': 0.0, u'totalBuyQty': 99900.0, u'volume': 6709350, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 160.95, u'close': 248.0, u'contractDisplayName': u""NIFTY 25 Nov '21 - 18000 Put"", u'highPriceRange': 766.8, u'openInterest': 1692200, u'totalSellQty': 42100.0, u'lastTradeQty': 50}"
"{u'high': 86.55, u'ltp': 34.0, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV18050CE', u'open': 42.4, u'prevOpenInterest': 392600, u'dayChange': 0.0, u'totalBuyQty': 54950.0, u'volume': 3858650, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 28.05, u'close': 34.0, u'contractDisplayName': u""NIFTY 25 Nov '21 - 18050 Call"", u'highPriceRange': 422.35, u'openInterest': 836900, u'totalSellQty': 100100.0, u'lastTradeQty': 50}",1805000,"{u'high': 386.95, u'ltp': 289.65, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV18050PE', u'open': 234.45, u'prevOpenInterest': 105350, u'dayChange': 0.0, u'totalBuyQty': 19250.0, u'volume': 500400, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 189.85, u'close': 289.65, u'contractDisplayName': u""NIFTY 25 Nov '21 - 18050 Put"", u'highPriceRange': 828.15, u'openInterest': 83500, u'totalSellQty': 17300.0, u'lastTradeQty': 50}"
"{u'high': 69.5, u'ltp': 26.65, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV18100CE', u'open': 50.0, u'prevOpenInterest': 2107950, u'dayChange': 0.0, u'totalBuyQty': 93500.0, u'volume': 13954700, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 21.1, u'close': 26.65, u'contractDisplayName': u""NIFTY 25 Nov '21 - 18100 Call"", u'highPriceRange': 379.7, u'openInterest': 2971300, u'totalSellQty': 290400.0, u'lastTradeQty': 50}",1810000,"{u'high': 430.3, u'ltp': 329.0, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV18100PE', u'open': 267.1, u'prevOpenInterest': 816800, u'dayChange': 0.0, u'totalBuyQty': 22400.0, u'volume': 1425400, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 219.0, u'close': 329.0, u'contractDisplayName': u""NIFTY 25 Nov '21 - 18100 Put"", u'highPriceRange': 890.9, u'openInterest': 611600, u'totalSellQty': 22450.0, u'lastTradeQty': 50}"
"{u'high': 60.0, u'ltp': 19.95, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV18150CE', u'open': 60.0, u'prevOpenInterest': 420400, u'dayChange': 0.0, u'totalBuyQty': 59800.0, u'volume': 3297500, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 15.0, u'close': 19.95, u'contractDisplayName': u""NIFTY 25 Nov '21 - 18150 Call"", u'highPriceRange': 340.2, u'openInterest': 801950, u'totalSellQty': 79200.0, u'lastTradeQty': 50}",1815000,"{u'high': 474.75, u'ltp': 378.35, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV18150PE', u'open': 309.95, u'prevOpenInterest': 63550, u'dayChange': 0.0, u'totalBuyQty': 17850.0, u'volume': 95300, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 251.35, u'close': 378.35, u'contractDisplayName': u""NIFTY 25 Nov '21 - 18150 Put"", u'highPriceRange': 952.1, u'openInterest': 56800, u'totalSellQty': 16650.0, u'lastTradeQty': 50}"
"{u'high': 59.95, u'ltp': 15.1, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV18200CE', u'open': 40.05, u'prevOpenInterest': 2216100, u'dayChange': 0.0, u'totalBuyQty': 99200.0, u'volume': 12481600, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 11.6, u'close': 15.1, u'contractDisplayName': u""NIFTY 25 Nov '21 - 18200 Call"", u'highPriceRange': 303.2, u'openInterest': 2793850, u'totalSellQty': 256750.0, u'lastTradeQty': 50}",1820000,"{u'high': 519.95, u'ltp': 420.15, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV18200PE', u'open': 335.0, u'prevOpenInterest': 639900, u'dayChange': 0.0, u'totalBuyQty': 23900.0, u'volume': 910800, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 295.0, u'close': 420.15, u'contractDisplayName': u""NIFTY 25 Nov '21 - 18200 Put"", u'highPriceRange': 1020.65, u'openInterest': 509450, u'totalSellQty': 22550.0, u'lastTradeQty': 50}"
"{u'high': 35.6, u'ltp': 11.15, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV18250CE', u'open': 32.0, u'prevOpenInterest': 494700, u'dayChange': 0.0, u'totalBuyQty': 78650.0, u'volume': 2901450, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 8.6, u'close': 11.15, u'contractDisplayName': u""NIFTY 25 Nov '21 - 18250 Call"", u'highPriceRange': 270.5, u'openInterest': 867600, u'totalSellQty': 68300.0, u'lastTradeQty': 100}",1825000,"{u'high': 565.8, u'ltp': 467.8, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV18250PE', u'open': 410.1, u'prevOpenInterest': 36050, u'dayChange': 0.0, u'totalBuyQty': 17150.0, u'volume': 44500, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 344.0, u'close': 467.8, u'contractDisplayName': u""NIFTY 25 Nov '21 - 18250 Put"", u'highPriceRange': 1083.45, u'openInterest': 31600, u'totalSellQty': 14550.0, u'lastTradeQty': 50}"
"{u'high': 36.85, u'ltp': 8.8, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV18300CE', u'open': 25.95, u'prevOpenInterest': 1931000, u'dayChange': 0.0, u'totalBuyQty': 89850.0, u'volume': 10008600, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 7.0, u'close': 8.8, u'contractDisplayName': u""NIFTY 25 Nov '21 - 18300 Call"", u'highPriceRange': 239.95, u'openInterest': 2679600, u'totalSellQty': 105300.0, u'lastTradeQty': 100}",1830000,"{u'high': 610.9, u'ltp': 514.2, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV18300PE', u'open': 450.0, u'prevOpenInterest': 530100, u'dayChange': 0.0, u'totalBuyQty': 20150.0, u'volume': 208450, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 380.0, u'close': 514.2, u'contractDisplayName': u""NIFTY 25 Nov '21 - 18300 Put"", u'highPriceRange': 1150.1, u'openInterest': 494550, u'totalSellQty': 17050.0, u'lastTradeQty': 50}"
"{u'high': 21.25, u'ltp': 7.0, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV18350CE', u'open': 10.1, u'prevOpenInterest': 401500, u'dayChange': 0.0, u'totalBuyQty': 62450.0, u'volume': 2204550, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 5.05, u'close': 7.0, u'contractDisplayName': u""NIFTY 25 Nov '21 - 18350 Call"", u'highPriceRange': 211.9, u'openInterest': 477800, u'totalSellQty': 37550.0, u'lastTradeQty': 50}",1835000,"{u'high': 648.0, u'ltp': 560.8, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV18350PE', u'open': 461.5, u'prevOpenInterest': 13700, u'dayChange': 0.0, u'totalBuyQty': 15350.0, u'volume': 9200, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 425.05, u'close': 560.8, u'contractDisplayName': u""NIFTY 25 Nov '21 - 18350 Put"", u'highPriceRange': 1218.5, u'openInterest': 12650, u'totalSellQty': 13450.0, u'lastTradeQty': 50}"
"{u'high': 17.45, u'ltp': 5.7, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV18400CE', u'open': 13.95, u'prevOpenInterest': 1501400, u'dayChange': 0.0, u'totalBuyQty': 106300.0, u'volume': 8064900, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 4.65, u'close': 5.7, u'contractDisplayName': u""NIFTY 25 Nov '21 - 18400 Call"", u'highPriceRange': 187.3, u'openInterest': 2551550, u'totalSellQty': 86950.0, u'lastTradeQty': 50}",1840000,"{u'high': 710.0, u'ltp': 609.05, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV18400PE', u'open': 520.0, u'prevOpenInterest': 102050, u'dayChange': 0.0, u'totalBuyQty': 20450.0, u'volume': 52100, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 475.6, u'close': 609.05, u'contractDisplayName': u""NIFTY 25 Nov '21 - 18400 Put"", u'highPriceRange': 1279.0, u'openInterest': 91600, u'totalSellQty': 19250.0, u'lastTradeQty': 50}"
"{u'high': 14.7, u'ltp': 4.9, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV18450CE', u'open': 10.15, u'prevOpenInterest': 212750, u'dayChange': 0.0, u'totalBuyQty': 42900.0, u'volume': 1273250, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 3.35, u'close': 4.9, u'contractDisplayName': u""NIFTY 25 Nov '21 - 18450 Call"", u'highPriceRange': 164.85, u'openInterest': 316600, u'totalSellQty': 32600.0, u'lastTradeQty': 50}",1845000,"{u'high': 730.55, u'ltp': 658.8, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV18450PE', u'open': 520.3, u'prevOpenInterest': 7400, u'dayChange': 0.0, u'totalBuyQty': 11150.0, u'volume': 5000, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 520.3, u'close': 658.8, u'contractDisplayName': u""NIFTY 25 Nov '21 - 18450 Put"", u'highPriceRange': 1346.35, u'openInterest': 6750, u'totalSellQty': 13800.0, u'lastTradeQty': 50}"
"{u'high': 11.85, u'ltp': 4.5, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV18500CE', u'open': 10.4, u'prevOpenInterest': 2389700, u'dayChange': 0.0, u'totalBuyQty': 123550.0, u'volume': 9525900, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 3.75, u'close': 4.5, u'contractDisplayName': u""NIFTY 25 Nov '21 - 18500 Call"", u'highPriceRange': 144.65, u'openInterest': 4149000, u'totalSellQty': 159700.0, u'lastTradeQty': 50}",1850000,"{u'high': 808.6, u'ltp': 712.05, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV18500PE', u'open': 592.05, u'prevOpenInterest': 464000, u'dayChange': 0.0, u'totalBuyQty': 23450.0, u'volume': 150100, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 561.7, u'close': 712.05, u'contractDisplayName': u""NIFTY 25 Nov '21 - 18500 Put"", u'highPriceRange': 1409.5, u'openInterest': 458100, u'totalSellQty': 17250.0, u'lastTradeQty': 50}"
"{u'high': 9.55, u'ltp': 3.95, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV18550CE', u'open': 9.4, u'prevOpenInterest': 149200, u'dayChange': 0.0, u'totalBuyQty': 68500.0, u'volume': 747100, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 3.35, u'close': 3.95, u'contractDisplayName': u""NIFTY 25 Nov '21 - 18550 Call"", u'highPriceRange': 126.4, u'openInterest': 221650, u'totalSellQty': 17500.0, u'lastTradeQty': 50}",1855000,"{u'high': 858.65, u'ltp': 764.8, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV18550PE', u'open': 780.0, u'prevOpenInterest': 7300, u'dayChange': 0.0, u'totalBuyQty': 15100.0, u'volume': 1250, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 732.0, u'close': 764.8, u'contractDisplayName': u""NIFTY 25 Nov '21 - 18550 Put"", u'highPriceRange': 1467.65, u'openInterest': 7350, u'totalSellQty': 13800.0, u'lastTradeQty': 50}"
"{u'high': 12.4, u'ltp': 3.95, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV18600CE', u'open': 7.0, u'prevOpenInterest': 1255150, u'dayChange': 0.0, u'totalBuyQty': 134600.0, u'volume': 7601550, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 3.3, u'close': 3.95, u'contractDisplayName': u""NIFTY 25 Nov '21 - 18600 Call"", u'highPriceRange': 110.1, u'openInterest': 3931400, u'totalSellQty': 114200.0, u'lastTradeQty': 50}",1860000,"{u'high': 907.1, u'ltp': 795.0, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV18600PE', u'open': 710.0, u'prevOpenInterest': 168000, u'dayChange': 0.0, u'totalBuyQty': 19200.0, u'volume': 31050, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 674.0, u'close': 795.0, u'contractDisplayName': u""NIFTY 25 Nov '21 - 18600 Put"", u'highPriceRange': 1530.75, u'openInterest': 163750, u'totalSellQty': 19100.0, u'lastTradeQty': 50}"
"{u'high': 8.0, u'ltp': 3.55, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV18650CE', u'open': 7.95, u'prevOpenInterest': 193500, u'dayChange': 0.0, u'totalBuyQty': 57650.0, u'volume': 511100, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 2.7, u'close': 3.55, u'contractDisplayName': u""NIFTY 25 Nov '21 - 18650 Call"", u'highPriceRange': 95.85, u'openInterest': 187600, u'totalSellQty': 10900.0, u'lastTradeQty': 50}",1865000,"{u'high': 906.35, u'ltp': 863.85, u'lowPriceRange': 24.0, u'growwContractId': u'NIFTY21NOV18650PE', u'open': 906.35, u'prevOpenInterest': 9300, u'dayChange': 0.0, u'totalBuyQty': 9100.0, u'volume': 900, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 820.0, u'close': 863.85, u'contractDisplayName': u""NIFTY 25 Nov '21 - 18650 Put"", u'highPriceRange': 1604.7, u'openInterest': 9250, u'totalSellQty': 14250.0, u'lastTradeQty': 100}"
"{u'high': 8.4, u'ltp': 2.9, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV18700CE', u'open': 4.6, u'prevOpenInterest': 1106900, u'dayChange': 0.0, u'totalBuyQty': 112900.0, u'volume': 3882250, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 2.45, u'close': 2.9, u'contractDisplayName': u""NIFTY 25 Nov '21 - 18700 Call"", u'highPriceRange': 82.65, u'openInterest': 1957650, u'totalSellQty': 33350.0, u'lastTradeQty': 100}",1870000,"{u'high': 979.25, u'ltp': 909.1, u'lowPriceRange': 54.85, u'growwContractId': u'NIFTY21NOV18700PE', u'open': 787.25, u'prevOpenInterest': 46400, u'dayChange': 0.0, u'totalBuyQty': 13300.0, u'volume': 4450, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 761.1, u'close': 909.1, u'contractDisplayName': u""NIFTY 25 Nov '21 - 18700 Put"", u'highPriceRange': 1658.25, u'openInterest': 46850, u'totalSellQty': 11000.0, u'lastTradeQty': 50}"
"{u'high': 5.4, u'ltp': 2.95, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV18750CE', u'open': 5.4, u'prevOpenInterest': 124650, u'dayChange': 0.0, u'totalBuyQty': 74850.0, u'volume': 350500, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 2.35, u'close': 2.95, u'contractDisplayName': u""NIFTY 25 Nov '21 - 18750 Call"", u'highPriceRange': 71.35, u'openInterest': 146900, u'totalSellQty': 17350.0, u'lastTradeQty': 100}",1875000,"{u'high': 958.85, u'ltp': 956.4, u'lowPriceRange': 88.8, u'growwContractId': u'NIFTY21NOV18750PE', u'open': 952.45, u'prevOpenInterest': 5850, u'dayChange': 0.0, u'totalBuyQty': 7350.0, u'volume': 150, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 952.45, u'close': 956.4, u'contractDisplayName': u""NIFTY 25 Nov '21 - 18750 Put"", u'highPriceRange': 1712.4, u'openInterest': 5800, u'totalSellQty': 6950.0, u'lastTradeQty': 50}"
"{u'high': 4.95, u'ltp': 2.65, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV18800CE', u'open': 4.1, u'prevOpenInterest': 936050, u'dayChange': 0.0, u'totalBuyQty': 101700.0, u'volume': 2265750, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 2.25, u'close': 2.65, u'contractDisplayName': u""NIFTY 25 Nov '21 - 18800 Call"", u'highPriceRange': 61.25, u'openInterest': 1363600, u'totalSellQty': 81650.0, u'lastTradeQty': 100}",1880000,"{u'high': 1088.6, u'ltp': 1002.6, u'lowPriceRange': 131.05, u'growwContractId': u'NIFTY21NOV18800PE', u'open': 904.6, u'prevOpenInterest': 30250, u'dayChange': 0.0, u'totalBuyQty': 11100.0, u'volume': 6300, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 904.6, u'close': 1002.6, u'contractDisplayName': u""NIFTY 25 Nov '21 - 18800 Put"", u'highPriceRange': 1772.45, u'openInterest': 27750, u'totalSellQty': 16600.0, u'lastTradeQty': 50}"
"{u'high': 5.0, u'ltp': 2.7, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV18850CE', u'open': 4.05, u'prevOpenInterest': 94150, u'dayChange': 0.0, u'totalBuyQty': 63900.0, u'volume': 133400, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 2.3, u'close': 2.7, u'contractDisplayName': u""NIFTY 25 Nov '21 - 18850 Call"", u'highPriceRange': 52.85, u'openInterest': 99050, u'totalSellQty': 8900.0, u'lastTradeQty': 50}",1885000,"{u'high': 1088.95, u'ltp': 1066.3, u'lowPriceRange': 180.05, u'growwContractId': u'NIFTY21NOV18850PE', u'open': 933.0, u'prevOpenInterest': 1500, u'dayChange': 0.0, u'totalBuyQty': 7150.0, u'volume': 400, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 933.0, u'close': 1066.3, u'contractDisplayName': u""NIFTY 25 Nov '21 - 18850 Put"", u'highPriceRange': 1817.45, u'openInterest': 1400, u'totalSellQty': 6950.0, u'lastTradeQty': 50}"
"{u'high': 4.3, u'ltp': 2.35, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV18900CE', u'open': 3.6, u'prevOpenInterest': 582700, u'dayChange': 0.0, u'totalBuyQty': 84950.0, u'volume': 1077100, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 2.05, u'close': 2.35, u'contractDisplayName': u""NIFTY 25 Nov '21 - 18900 Call"", u'highPriceRange': 44.9, u'openInterest': 876550, u'totalSellQty': 22450.0, u'lastTradeQty': 200}",1890000,"{u'high': 1206.5, u'ltp': 1107.4, u'lowPriceRange': 219.95, u'growwContractId': u'NIFTY21NOV18900PE', u'open': 1136.75, u'prevOpenInterest': 5850, u'dayChange': 0.0, u'totalBuyQty': 15100.0, u'volume': 850, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1098.45, u'close': 1107.4, u'contractDisplayName': u""NIFTY 25 Nov '21 - 18900 Put"", u'highPriceRange': 1885.85, u'openInterest': 5450, u'totalSellQty': 14550.0, u'lastTradeQty': 50}"
"{u'high': 4.45, u'ltp': 2.45, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV18950CE', u'open': 3.3, u'prevOpenInterest': 64500, u'dayChange': 0.0, u'totalBuyQty': 64450.0, u'volume': 72150, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 2.2, u'close': 2.45, u'contractDisplayName': u""NIFTY 25 Nov '21 - 18950 Call"", u'highPriceRange': 38.45, u'openInterest': 60650, u'totalSellQty': 9150.0, u'lastTradeQty': 50}",1895000,"{u'high': 1215.05, u'ltp': 1157.3, u'lowPriceRange': 261.25, u'growwContractId': u'NIFTY21NOV18950PE', u'open': 1215.05, u'prevOpenInterest': 1000, u'dayChange': 0.0, u'totalBuyQty': 6600.0, u'volume': 300, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1157.3, u'close': 1157.3, u'contractDisplayName': u""NIFTY 25 Nov '21 - 18950 Put"", u'highPriceRange': 1940.1, u'openInterest': 1000, u'totalSellQty': 6550.0, u'lastTradeQty': 50}"
"{u'high': 4.0, u'ltp': 2.3, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV19000CE', u'open': 3.45, u'prevOpenInterest': 2312700, u'dayChange': 0.0, u'totalBuyQty': 304200.0, u'volume': 4212250, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 2.1, u'close': 2.3, u'contractDisplayName': u""NIFTY 25 Nov '21 - 19000 Call"", u'highPriceRange': 32.65, u'openInterest': 3521900, u'totalSellQty': 229400.0, u'lastTradeQty': 150}",1900000,"{u'high': 1296.0, u'ltp': 1207.5, u'lowPriceRange': 293.25, u'growwContractId': u'NIFTY21NOV19000PE', u'open': 1083.0, u'prevOpenInterest': 404850, u'dayChange': 0.0, u'totalBuyQty': 13000.0, u'volume': 37550, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1069.65, u'close': 1207.5, u'contractDisplayName': u""NIFTY 25 Nov '21 - 19000 Put"", u'highPriceRange': 1986.0, u'openInterest': 394600, u'totalSellQty': 18300.0, u'lastTradeQty': 50}"
"{u'high': 3.6, u'ltp': 2.25, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV19050CE', u'open': 3.4, u'prevOpenInterest': 41350, u'dayChange': 0.0, u'totalBuyQty': 65300.0, u'volume': 39500, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1.8, u'close': 2.25, u'contractDisplayName': u""NIFTY 25 Nov '21 - 19050 Call"", u'highPriceRange': 27.7, u'openInterest': 37250, u'totalSellQty': 8600.0, u'lastTradeQty': 50}",1905000,"{u'high': 1256.55, u'ltp': 1254.8, u'lowPriceRange': 347.35, u'growwContractId': u'NIFTY21NOV19050PE', u'open': 1157.05, u'prevOpenInterest': 1150, u'dayChange': 0.0, u'totalBuyQty': 4750.0, u'volume': 250, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1157.05, u'close': 1254.8, u'contractDisplayName': u""NIFTY 25 Nov '21 - 19050 Put"", u'highPriceRange': 2011.5, u'openInterest': 1200, u'totalSellQty': 4900.0, u'lastTradeQty': 50}"
